Time,Channel#,Timestamp,V_value,nV,V cell,WE_value,uA,WE current,I_value,f,Status,Status_value,Current_range_value,Current range,something1,something2,
1696320069.3208401,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-31494260,f,Status,0,0,Current range,0,128,
1696320069.3218377,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-31091064,f,Status,0,0,Current range,0,128,
1696320069.3228352,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-30715864,f,Status,0,0,Current range,0,128,
1696320069.3238323,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-30363066,f,Status,0,0,Current range,0,128,
1696320069.4846208,1,Timestamp,0, ,V cell,-1600093,u,WE current,-59958936,f,Status,2,0,Current range,0,128,
1696320069.4856184,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-56822952,f,Status,8,0,Current range,0,128,
1696320069.4866161,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-51396576,f,Status,8,0,Current range,0,128,
1696320069.4876132,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-44693404,f,Status,0,0,Current range,0,128,
1696320069.4886105,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-38852628,f,Status,0,0,Current range,0,128,
1696320069.4906054,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-34596648,f,Status,0,0,Current range,0,128,
1696320069.4916027,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-31561460,f,Status,0,0,Current range,0,128,
1696320069.4925997,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-29343870,f,Status,0,0,Current range,0,128,
1696320069.4935973,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-27652678,f,Status,0,0,Current range,0,128,
1696320069.4945946,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-26325484,f,Status,0,0,Current range,0,128,
1696320069.4955919,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-25244690,f,Status,0,0,Current range,0,128,
1696320069.4965894,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-24326294,f,Status,0,0,Current range,0,128,
1696320069.4975867,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-23553496,f,Status,0,0,Current range,0,128,
1696320069.4985838,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-22859100,f,Status,0,0,Current range,0,128,
1696320069.4992428,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-22243102,f,Status,0,0,Current range,0,128,
1696320069.500242,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-21694306,f,Status,0,0,Current range,0,128,
1696320069.5013154,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-21201506,f,Status,0,0,Current range,0,128,
1696320069.5023131,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-20759108,f,Status,0,0,Current range,0,128,
1696320069.5033107,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-20389510,f,Status,0,0,Current range,0,128,
1696320069.5043075,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-20031112,f,Status,0,0,Current range,0,128,
1696320069.5053048,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-19683914,f,Status,0,0,Current range,0,128,
1696320069.506302,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-19359116,f,Status,0,0,Current range,0,128,
1696320069.5072997,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-19067916,f,Status,0,0,Current range,0,128,
1696320069.508297,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-18793516,f,Status,0,0,Current range,0,128,
1696320069.509294,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-18552718,f,Status,0,0,Current range,0,128,
1696320069.5102918,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-18317518,f,Status,0,0,Current range,0,128,
1696320069.5112891,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-18104720,f,Status,0,0,Current range,0,128,
1696320069.5122862,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-17880722,f,Status,0,0,Current range,0,128,
1696320069.5132835,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-17667922,f,Status,0,0,Current range,0,128,
1696320069.5142813,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-17455124,f,Status,0,0,Current range,0,128,
1696320069.515278,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-17281524,f,Status,0,0,Current range,0,128,
1696320069.515841,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-17107924,f,Status,0,0,Current range,0,128,
1696320069.516934,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-16945524,f,Status,0,0,Current range,0,128,
1696320069.5179312,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-16777526,f,Status,0,0,Current range,0,128,
1696320069.5189283,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-16615127,f,Status,0,0,Current range,0,128,
1696320069.5199258,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-16447127,f,Status,0,0,Current range,0,128,
1696320069.5209234,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-16295929,f,Status,0,0,Current range,0,128,
1696320069.5219204,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-16150330,f,Status,0,0,Current range,0,128,
1696320069.522918,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-16021529,f,Status,0,0,Current range,0,128,
1696320069.5239153,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-15892729,f,Status,0,0,Current range,0,128,
1696320069.5249126,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-15758330,f,Status,0,0,Current range,0,128,
1696320129.308933,0,Timestamp,0, ,V cell,-1600093,u,WE current,-75386864,f,Status,2,0,Current range,0,128,
1696320129.3100376,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-71147688,f,Status,2,0,Current range,0,128,
1696320129.3110354,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-68202096,f,Status,2,0,Current range,0,128,
1696320129.3120325,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-65766112,f,Status,2,0,Current range,0,128,
1696320129.3130295,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-63694120,f,Status,2,0,Current range,0,128,
1696320129.314027,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-61890924,f,Status,2,0,Current range,0,128,
1696320129.3150244,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-60283736,f,Status,2,0,Current range,0,128,
1696320129.316022,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-58822140,f,Status,2,0,Current range,0,128,
1696320129.31702,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-57472548,f,Status,8,0,Current range,0,128,
1696320129.318017,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-56212552,f,Status,8,0,Current range,0,128,
1696320129.3190138,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-54991756,f,Status,8,0,Current range,0,128,
1696320129.3200114,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-53804560,f,Status,8,0,Current range,0,128,
1696320129.3210082,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-52639768,f,Status,8,0,Current range,0,128,
1696320129.3220055,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-51463776,f,Status,8,0,Current range,0,128,
1696320129.3230026,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-50265376,f,Status,8,0,Current range,0,128,
1696320129.3240004,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-49033384,f,Status,8,0,Current range,0,128,
1696320129.3256176,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-47801388,f,Status,0,0,Current range,0,128,
1696320129.3266664,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-46563796,f,Status,0,0,Current range,0,128,
1696320129.326901,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-45348600,f,Status,0,0,Current range,0,128,
1696320129.3278983,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-44195004,f,Status,0,0,Current range,0,128,
1696320129.3288956,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-43097408,f,Status,0,0,Current range,0,128,
1696320129.3298926,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-42044616,f,Status,0,0,Current range,0,128,
1696320129.3318877,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-41047820,f,Status,0,0,Current range,0,128,
1696320129.3328853,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-40101424,f,Status,0,0,Current range,0,128,
1696320129.3338826,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-39211028,f,Status,0,0,Current range,0,128,
1696320129.3348794,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-38382228,f,Status,0,0,Current range,0,128,
1696320129.3358772,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-37603832,f,Status,0,0,Current range,0,128,
1696320129.3368742,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-36864640,f,Status,0,0,Current range,0,128,
1696320129.3378716,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-36175840,f,Status,0,0,Current range,0,128,
1696320129.338869,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-35515044,f,Status,0,0,Current range,0,128,
1696320129.3398666,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-34887848,f,Status,0,0,Current range,0,128,
1696320129.340864,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-34294252,f,Status,0,0,Current range,0,128,
1696320129.3418617,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-33745452,f,Status,0,0,Current range,0,128,
1696320129.3424482,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-33230254,f,Status,0,0,Current range,0,128,
1696320129.3435793,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-32737454,f,Status,0,0,Current range,0,128,
1696320129.3445778,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-32261458,f,Status,0,0,Current range,0,128,
1696320129.3455744,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-31813462,f,Status,0,0,Current range,0,128,
1696320129.3465714,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-31382262,f,Status,0,0,Current range,0,128,
1696320129.347569,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-30979064,f,Status,0,0,Current range,0,128,
1696320129.348566,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-30598266,f,Status,0,0,Current range,0,128,
1696320129.3495631,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-30245468,f,Status,0,0,Current range,0,128,
1696320129.508534,1,Timestamp,0, ,V cell,-1600093,u,WE current,-59880536,f,Status,2,0,Current range,0,128,
1696320129.7078154,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-56761352,f,Status,8,0,Current range,0,128,
1696320129.7095096,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-51351772,f,Status,8,0,Current range,0,128,
1696320129.710611,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-44631804,f,Status,0,0,Current range,0,128,
1696320129.7116094,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-38774228,f,Status,0,0,Current range,0,128,
1696320129.7126067,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-34512648,f,Status,0,0,Current range,0,128,
1696320129.7136037,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-31499860,f,Status,0,0,Current range,0,128,
1696320129.7146015,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-29293470,f,Status,0,0,Current range,0,128,
1696320129.715599,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-27613480,f,Status,0,0,Current range,0,128,
1696320129.7165961,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-26280684,f,Status,0,0,Current range,0,128,
1696320129.7175934,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-25183090,f,Status,0,0,Current range,0,128,
1696320129.7185907,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-24270292,f,Status,0,0,Current range,0,128,
1696320129.720586,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-23497498,f,Status,0,0,Current range,0,128,
1696320129.7215834,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-22814300,f,Status,0,0,Current range,0,128,
1696320129.7225807,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-22198302,f,Status,0,0,Current range,0,128,
1696320129.7235768,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-21660706,f,Status,0,0,Current range,0,128,
1696320129.724575,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-21162308,f,Status,0,0,Current range,0,128,
1696320129.7255716,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-20714308,f,Status,0,0,Current range,0,128,
1696320129.726031,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-20327910,f,Status,0,0,Current range,0,128,
1696320129.7271276,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-19980712,f,Status,0,0,Current range,0,128,
1696320129.728125,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-19644712,f,Status,0,0,Current range,0,128,
1696320129.7301197,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-19342314,f,Status,0,0,Current range,0,128,
1696320129.7311172,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-19039916,f,Status,0,0,Current range,0,128,
1696320129.7321148,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-18759916,f,Status,0,0,Current range,0,128,
1696320129.7331119,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-18496720,f,Status,0,0,Current range,0,128,
1696320129.7341092,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-18272718,f,Status,0,0,Current range,0,128,
1696320129.7351062,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-18059920,f,Status,0,0,Current range,0,128,
1696320129.7361038,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-17847122,f,Status,0,0,Current range,0,128,
1696320129.7371013,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-17639922,f,Status,0,0,Current range,0,128,
1696320129.7380986,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-17432724,f,Status,0,0,Current range,0,128,
1696320129.739096,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-17242324,f,Status,0,0,Current range,0,128,
1696320129.7400932,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-17063124,f,Status,0,0,Current range,0,128,
1696320129.7410908,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-16895126,f,Status,0,0,Current range,0,128,
1696320129.7420886,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-16749527,f,Status,0,0,Current range,0,128,
1696320129.7428145,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-16587127,f,Status,0,0,Current range,0,128,
1696320129.7438815,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-16435927,f,Status,0,0,Current range,0,128,
1696320129.7448792,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-16262329,f,Status,0,0,Current range,0,128,
1696320129.7458766,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-16116730,f,Status,0,0,Current range,0,128,
1696320129.7468739,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-15982329,f,Status,0,0,Current range,0,128,
1696320129.747872,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-15853531,f,Status,0,0,Current range,0,128,
1696320129.7488685,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-15730331,f,Status,0,0,Current range,0,128,
1696320189.2839425,0,Timestamp,0, ,V cell,-1600093,u,WE current,-75398072,f,Status,2,0,Current range,0,128,
1696320189.2856333,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-71069288,f,Status,2,0,Current range,0,128,
1696320189.2868476,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-68168496,f,Status,2,0,Current range,0,128,
1696320189.2878451,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-65726912,f,Status,2,0,Current range,0,128,
1696320189.2888422,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-63649320,f,Status,2,0,Current range,0,128,
1696320189.28984,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-61829328,f,Status,2,0,Current range,0,128,
1696320189.2908366,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-60222136,f,Status,2,0,Current range,0,128,
1696320189.2918344,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-58771740,f,Status,2,0,Current range,0,128,
1696320189.2918344,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-57422148,f,Status,8,0,Current range,0,128,
1696320189.2928312,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-56139752,f,Status,8,0,Current range,0,128,
1696320189.2938287,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-54924560,f,Status,8,0,Current range,0,128,
1696320189.2948263,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-53748564,f,Status,8,0,Current range,0,128,
1696320189.2958233,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-52578168,f,Status,8,0,Current range,0,128,
1696320189.2968209,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-51385372,f,Status,8,0,Current range,0,128,
1696320189.2978182,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-50175776,f,Status,8,0,Current range,0,128,
1696320189.2988155,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-48938184,f,Status,8,0,Current range,0,128,
1696320189.2998126,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-47694988,f,Status,0,0,Current range,0,128,
1696320189.3008106,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-46462996,f,Status,0,0,Current range,0,128,
1696320189.3018074,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-45253400,f,Status,0,0,Current range,0,128,
1696320189.3022316,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-44094208,f,Status,0,0,Current range,0,128,
1696320189.30333,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-42991012,f,Status,0,0,Current range,0,128,
1696320189.3043277,0,Timestamp,62999992,n,V cell,-1600093,u,WE current,-41927016,f,Status,0,0,Current range,0,128,
1696320189.3053248,0,Timestamp,65999992,n,V cell,-1600093,u,WE current,-40924620,f,Status,0,0,Current range,0,128,
1696320189.306322,0,Timestamp,68999992,n,V cell,-1600093,u,WE current,-39983824,f,Status,0,0,Current range,0,128,
1696320189.3073196,0,Timestamp,71999992,n,V cell,-1600093,u,WE current,-39104628,f,Status,0,0,Current range,0,128,
1696320189.3083172,0,Timestamp,74999992,n,V cell,-1600093,u,WE current,-38287032,f,Status,0,0,Current range,0,128,
1696320189.309314,0,Timestamp,77999984,n,V cell,-1600093,u,WE current,-37503036,f,Status,0,0,Current range,0,128,
1696320189.3103113,0,Timestamp,80999984,n,V cell,-1600093,u,WE current,-36758236,f,Status,0,0,Current range,0,128,
1696320189.3113096,0,Timestamp,83999984,n,V cell,-1600093,u,WE current,-36063844,f,Status,0,0,Current range,0,128,
1696320189.3123064,0,Timestamp,86999984,n,V cell,-1600093,u,WE current,-35391844,f,Status,0,0,Current range,0,128,
1696320189.313304,0,Timestamp,89999984,n,V cell,-1600093,u,WE current,-34770248,f,Status,0,0,Current range,0,128,
1696320189.3143013,0,Timestamp,92999976,n,V cell,-1600093,u,WE current,-34187848,f,Status,0,0,Current range,0,128,
1696320189.3152983,0,Timestamp,95999976,n,V cell,-1600093,u,WE current,-33655852,f,Status,0,0,Current range,0,128,
1696320189.3162954,0,Timestamp,98999976,n,V cell,-1600093,u,WE current,-33123854,f,Status,0,0,Current range,0,128,
1696320189.3172927,0,Timestamp,101999,u,V cell,-1600093,u,WE current,-32631058,f,Status,0,0,Current range,0,128,
1696320189.3182905,0,Timestamp,104999,u,V cell,-1600093,u,WE current,-32155058,f,Status,0,0,Current range,0,128,
1696320189.3191373,0,Timestamp,107999,u,V cell,-1600093,u,WE current,-31695860,f,Status,0,0,Current range,0,128,
1696320189.3201373,0,Timestamp,110999,u,V cell,-1600093,u,WE current,-31281464,f,Status,0,0,Current range,0,128,
1696320189.3211343,0,Timestamp,113999,u,V cell,-1600093,u,WE current,-30878262,f,Status,0,0,Current range,0,128,
1696320189.3221319,0,Timestamp,116999,u,V cell,-1600093,u,WE current,-30508666,f,Status,0,0,Current range,0,128,
1696320189.323129,0,Timestamp,119999,u,V cell,-1600093,u,WE current,-30139068,f,Status,0,0,Current range,0,128,
1696320189.4858215,1,Timestamp,0, ,V cell,-1600093,u,WE current,-59841336,f,Status,2,0,Current range,0,128,
1696320189.4869285,1,Timestamp,3000000,n,V cell,-1600093,u,WE current,-56705348,f,Status,8,0,Current range,0,128,
1696320189.487926,1,Timestamp,6000000,n,V cell,-1600093,u,WE current,-51306972,f,Status,8,0,Current range,0,128,
1696320189.4889233,1,Timestamp,9000000,n,V cell,-1600093,u,WE current,-44559004,f,Status,0,0,Current range,0,128,
1696320189.4899209,1,Timestamp,12000000,n,V cell,-1600093,u,WE current,-38723828,f,Status,0,0,Current range,0,128,
1696320189.490918,1,Timestamp,15000001,n,V cell,-1600093,u,WE current,-34479048,f,Status,0,0,Current range,0,128,
1696320189.4919152,1,Timestamp,18000002,n,V cell,-1600093,u,WE current,-31449460,f,Status,0,0,Current range,0,128,
1696320189.492913,1,Timestamp,21000002,n,V cell,-1600093,u,WE current,-29231872,f,Status,0,0,Current range,0,128,
1696320189.49391,1,Timestamp,24000002,n,V cell,-1600093,u,WE current,-27557480,f,Status,0,0,Current range,0,128,
1696320189.4949071,1,Timestamp,27000002,n,V cell,-1600093,u,WE current,-26219086,f,Status,0,0,Current range,0,128,
1696320189.4959044,1,Timestamp,30000004,n,V cell,-1600093,u,WE current,-25143888,f,Status,0,0,Current range,0,128,
1696320189.496902,1,Timestamp,33000004,n,V cell,-1600093,u,WE current,-24231094,f,Status,0,0,Current range,0,128,
1696320189.4978993,1,Timestamp,36000004,n,V cell,-1600093,u,WE current,-23458296,f,Status,0,0,Current range,0,128,
1696320189.4988964,1,Timestamp,39000000,n,V cell,-1600093,u,WE current,-22769500,f,Status,0,0,Current range,0,128,
1696320189.499894,1,Timestamp,42000000,n,V cell,-1600093,u,WE current,-22153502,f,Status,0,0,Current range,0,128,
1696320189.5008912,1,Timestamp,45000000,n,V cell,-1600093,u,WE current,-21599104,f,Status,0,0,Current range,0,128,
1696320189.501889,1,Timestamp,47999996,n,V cell,-1600093,u,WE current,-21111906,f,Status,0,0,Current range,0,128,
1696320189.5025165,1,Timestamp,50999996,n,V cell,-1600093,u,WE current,-20680708,f,Status,0,0,Current range,0,128,
1696320189.504543,1,Timestamp,53999992,n,V cell,-1600093,u,WE current,-20294310,f,Status,0,0,Current range,0,128,
1696320189.504543,1,Timestamp,56999992,n,V cell,-1600093,u,WE current,-19941512,f,Status,0,0,Current range,0,128,
1696320189.50554,1,Timestamp,59999992,n,V cell,-1600093,u,WE current,-19605514,f,Status,0,0,Current range,0,128,
1696320189.5065355,1,Timestamp,62999992,n,V cell,-1600093,u,WE current,-19286314,f,Status,0,0,Current range,0,128,
1696320189.5075328,1,Timestamp,65999992,n,V cell,-1600093,u,WE current,-18978316,f,Status,0,0,Current range,0,128,
1696320189.50853,1,Timestamp,68999992,n,V cell,-1600093,u,WE current,-18715116,f,Status,0,0,Current range,0,128,
1696320189.5095274,1,Timestamp,71999992,n,V cell,-1600093,u,WE current,-18468718,f,Status,0,0,Current range,0,128,
1696320189.510525,1,Timestamp,74999992,n,V cell,-1600093,u,WE current,-18239118,f,Status,0,0,Current range,0,128,
1696320189.5115242,1,Timestamp,77999984,n,V cell,-1600093,u,WE current,-18026320,f,Status,0,0,Current range,0,128,
1696320189.5115242,1,Timestamp,80999984,n,V cell,-1600093,u,WE current,-17807920,f,Status,0,0,Current range,0,128,
1696320189.5125191,1,Timestamp,83999984,n,V cell,-1600093,u,WE current,-17600724,f,Status,0,0,Current range,0,128,
1696320189.5135164,1,Timestamp,86999984,n,V cell,-1600093,u,WE current,-17393524,f,Status,0,0,Current range,0,128,
1696320189.514514,1,Timestamp,89999984,n,V cell,-1600093,u,WE current,-17203124,f,Status,0,0,Current range,0,128,
1696320189.5155113,1,Timestamp,92999976,n,V cell,-1600093,u,WE current,-17029524,f,Status,0,0,Current range,0,128,
1696320189.5165086,1,Timestamp,95999976,n,V cell,-1600093,u,WE current,-16878324,f,Status,0,0,Current range,0,128,
1696320189.5175064,1,Timestamp,98999976,n,V cell,-1600093,u,WE current,-16715927,f,Status,0,0,Current range,0,128,
1696320189.5185034,1,Timestamp,101999,u,V cell,-1600093,u,WE current,-16553527,f,Status,0,0,Current range,0,128,
1696320189.5192018,1,Timestamp,104999,u,V cell,-1600093,u,WE current,-16391127,f,Status,0,0,Current range,0,128,
1696320189.5203073,1,Timestamp,107999,u,V cell,-1600093,u,WE current,-16234328,f,Status,0,0,Current range,0,128,
1696320189.5213046,1,Timestamp,110999,u,V cell,-1600093,u,WE current,-16088729,f,Status,0,0,Current range,0,128,
1696320189.5223022,1,Timestamp,113999,u,V cell,-1600093,u,WE current,-15965530,f,Status,0,0,Current range,0,128,
1696320189.5232992,1,Timestamp,116999,u,V cell,-1600093,u,WE current,-15831131,f,Status,0,0,Current range,0,128,
1696320189.524297,1,Timestamp,119999,u,V cell,-1600093,u,WE current,-15696732,f,Status,0,0,Current range,0,128,
1696320249.2938673,0,Timestamp,0, ,V cell,-1600093,u,WE current,-75375664,f,Status,2,0,Current range,0,128,
1696320249.2955978,0,Timestamp,3000000,n,V cell,-1600093,u,WE current,-71018888,f,Status,2,0,Current range,0,128,
1696320249.2967017,0,Timestamp,6000000,n,V cell,-1600093,u,WE current,-68123696,f,Status,2,0,Current range,0,128,
1696320249.2976997,0,Timestamp,9000000,n,V cell,-1600093,u,WE current,-65654108,f,Status,2,0,Current range,0,128,
1696320249.2986972,0,Timestamp,12000000,n,V cell,-1600093,u,WE current,-63576516,f,Status,2,0,Current range,0,128,
1696320249.2996938,0,Timestamp,15000001,n,V cell,-1600093,u,WE current,-61795728,f,Status,2,0,Current range,0,128,
1696320249.3006911,0,Timestamp,18000002,n,V cell,-1600093,u,WE current,-60160532,f,Status,2,0,Current range,0,128,
1696320249.3016887,0,Timestamp,21000002,n,V cell,-1600093,u,WE current,-58698940,f,Status,2,0,Current range,0,128,
1696320249.302686,0,Timestamp,24000002,n,V cell,-1600093,u,WE current,-57354948,f,Status,8,0,Current range,0,128,
1696320249.3036833,0,Timestamp,27000002,n,V cell,-1600093,u,WE current,-56089356,f,Status,8,0,Current range,0,128,
1696320249.3046806,0,Timestamp,30000004,n,V cell,-1600093,u,WE current,-54862956,f,Status,8,0,Current range,0,128,
1696320249.305678,0,Timestamp,33000004,n,V cell,-1600093,u,WE current,-53675764,f,Status,8,0,Current range,0,128,
1696320249.306675,0,Timestamp,36000004,n,V cell,-1600093,u,WE current,-52494168,f,Status,8,0,Current range,0,128,
1696320249.3076725,0,Timestamp,39000000,n,V cell,-1600093,u,WE current,-51290176,f,Status,8,0,Current range,0,128,
1696320249.3086698,0,Timestamp,42000000,n,V cell,-1600093,u,WE current,-50080580,f,Status,8,0,Current range,0,128,
1696320249.309669,0,Timestamp,45000000,n,V cell,-1600093,u,WE current,-48848584,f,Status,0,0,Current range,0,128,
1696320249.310665,0,Timestamp,47999996,n,V cell,-1600093,u,WE current,-47599792,f,Status,0,0,Current range,0,128,
1696320249.3116617,0,Timestamp,50999996,n,V cell,-1600093,u,WE current,-46356596,f,Status,0,0,Current range,0,128,
1696320249.3123713,0,Timestamp,53999992,n,V cell,-1600093,u,WE current,-45124600,f,Status,0,0,Current range,0,128,
1696320249.313371,0,Timestamp,56999992,n,V cell,-1600093,u,WE current,-43971008,f,Status,0,0,Current range,0,128,
1696320249.314368,0,Timestamp,59999992,n,V cell,-1600093,u,WE current,-42862212,f,Status,0,0,Current range,0,128,
